Input_File,Run_ID,e,r,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
17A-3.cnf.gz.no_w.cnf,778,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,3.2200,25.5200,N/A,28.89,39.87,16.0,0,17A-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run778
17A-3.cnf.gz.no_w.cnf,779,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,2.7400,31.4500,N/A,34.38,46.45,15.0,0,17A-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run779
17A-3.cnf.gz.no_w.cnf,780,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,2.6900,27.7800,N/A,30.65,40.75,16.0,0,17A-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run780
17A-4.cnf.gz.no_w.cnf,781,0.3,1.1,sampleout,100,Timeout (Finished),Non-Ideal,0.0000,0,2.4000,57.0700,N/A,59.73,3903.82,20.0,2,17A-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run781
17A-4.cnf.gz.no_w.cnf,782,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,1.8700,26.6900,N/A,28.67,38.98,16.0,0,17A-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run782
17A-4.cnf.gz.no_w.cnf,783,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.6900,18.4900,N/A,20.23,28.11,13.0,0,17A-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run783
17A-4.cnf.gz.no_w.cnf,784,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,1.6700,18.5200,N/A,20.26,27.88,13.0,0,17A-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run784
17A-4.cnf.gz.no_w.cnf,785,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,1.4700,22.6400,N/A,24.24,32.88,13.0,0,17A-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run785
17A-4.cnf.gz.no_w.cnf,786,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,1.4500,17.0000,N/A,18.55,24.56,15.0,0,17A-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run786
17A-5.cnf.gz.no_w.cnf,787,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0500,0.0200,N/A,0.04,0.19,6.0,0,17A-5.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run787
17A-5.cnf.gz.no_w.cnf,788,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,0.0500,0.0200,N/A,0.0,0.08,0.0,0,17A-5.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run788
17A-5.cnf.gz.no_w.cnf,789,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,11.9200,N/A,12.09,16.16,8.0,0,17A-5.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run789
17A-5.cnf.gz.no_w.cnf,790,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,6.3800,N/A,6.51,8.66,8.0,0,17A-5.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run790
17A-5.cnf.gz.no_w.cnf,791,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,7.9400,N/A,8.05,10.99,8.0,0,17A-5.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run791
17A-5.cnf.gz.no_w.cnf,792,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,10.3300,N/A,10.5,14.27,8.0,0,17A-5.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run792
17A-6.cnf.gz.no_w.cnf,793,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,0.0300,0.0100,N/A,0.0,0.11,0.0,0,17A-6.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run793
17A-6.cnf.gz.no_w.cnf,794,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,0.0300,0.0100,N/A,0.0,0.07,0.0,0,17A-6.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run794
17A-6.cnf.gz.no_w.cnf,795,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,3.6600,N/A,3.71,5.08,6.0,0,17A-6.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run795
17A-6.cnf.gz.no_w.cnf,796,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,4.3100,N/A,4.39,6.04,6.0,0,17A-6.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run796
17A-6.cnf.gz.no_w.cnf,797,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,5.5300,N/A,5.6,7.68,6.0,0,17A-6.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run797
17A-6.cnf.gz.no_w.cnf,798,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,4.4200,N/A,4.49,5.78,6.0,0,17A-6.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run798
17B-1.cnf.gz.no_w.cnf,799,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2905.54,3901.34,70.0,2,17B-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run799
17B-1.cnf.gz.no_w.cnf,800,0.3,1.2,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2348.5800,,N/A,3049.96,3901.37,69.0,2,17B-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run800
17B-1.cnf.gz.no_w.cnf,801,0.3,1.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,2000.6600,,N/A,3130.68,3901.35,70.0,2,17B-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run801
17B-1.cnf.gz.no_w.cnf,802,0.3,1.4,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1956.5900,,N/A,2878.09,3901.4,69.0,2,17B-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run802
17B-1.cnf.gz.no_w.cnf,803,0.3,1.5,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1772.0200,,N/A,2880.06,3901.36,70.0,2,17B-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run803
17B-1.cnf.gz.no_w.cnf,804,0.3,1.6,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1829.0700,,N/A,2812.41,3901.37,69.0,2,17B-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run804
17B-2.cnf.gz.no_w.cnf,805,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2823.29,3901.36,82.0,2,17B-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run805
17B-2.cnf.gz.no_w.cnf,806,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2864.82,3901.35,81.0,2,17B-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run806
17B-2.cnf.gz.no_w.cnf,807,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.47,3904.4,81.0,2,17B-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run807
17B-2.cnf.gz.no_w.cnf,808,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1940.47,3904.13,81.0,2,17B-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run808
17B-2.cnf.gz.no_w.cnf,809,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1941.05,3904.47,82.0,2,17B-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run809
17B-2.cnf.gz.no_w.cnf,810,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1940.61,3904.13,81.0,2,17B-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run810
17B-3.cnf.gz.no_w.cnf,811,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1940.73,3904.02,90.0,2,17B-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run811
17B-3.cnf.gz.no_w.cnf,812,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1941.08,3904.4,93.0,2,17B-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run812
17B-3.cnf.gz.no_w.cnf,813,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1940.55,3904.3,90.0,2,17B-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run813
17B-3.cnf.gz.no_w.cnf,814,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.24,3904.42,100.0,2,17B-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run814
17B-3.cnf.gz.no_w.cnf,815,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.32,3904.21,90.0,2,17B-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run815
17B-3.cnf.gz.no_w.cnf,816,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.12,3904.1,89.0,2,17B-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run816
17B-4.cnf.gz.no_w.cnf,817,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.36,3904.57,95.0,2,17B-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run817
17B-4.cnf.gz.no_w.cnf,818,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.07,3904.09,96.0,2,17B-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run818
17B-4.cnf.gz.no_w.cnf,819,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.43,3904.51,96.0,2,17B-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run819
17B-4.cnf.gz.no_w.cnf,820,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1938.98,3904.12,95.0,2,17B-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run820
17B-4.cnf.gz.no_w.cnf,821,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.18,3904.41,95.0,2,17B-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run821
17B-4.cnf.gz.no_w.cnf,822,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.39,3904.2,96.0,2,17B-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run822
17B-5.cnf.gz.no_w.cnf,823,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.12,3904.21,86.0,2,17B-5.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run823
17B-5.cnf.gz.no_w.cnf,824,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.2,3904.23,86.0,2,17B-5.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run824
17B-5.cnf.gz.no_w.cnf,825,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.05,3904.1,87.0,2,17B-5.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run825
17B-5.cnf.gz.no_w.cnf,826,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,1939.19,3904.24,87.0,2,17B-5.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run826
17B-5.cnf.gz.no_w.cnf,827,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2950.18,3901.29,87.0,2,17B-5.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run827
17B-5.cnf.gz.no_w.cnf,828,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2807.53,3901.34,86.0,2,17B-5.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run828
18A-1.cnf.gz.no_w.cnf,829,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2809.83,3901.35,85.0,2,18A-1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run829
18A-1.cnf.gz.no_w.cnf,830,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2780.19,3901.37,85.0,2,18A-1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run830
18A-1.cnf.gz.no_w.cnf,831,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2833.52,3901.36,90.0,2,18A-1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run831
18A-1.cnf.gz.no_w.cnf,832,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2850.69,3901.35,89.0,2,18A-1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run832
18A-1.cnf.gz.no_w.cnf,833,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2857.92,3901.32,89.0,2,18A-1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run833
18A-1.cnf.gz.no_w.cnf,834,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2817.08,3901.35,88.0,2,18A-1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run834
18A-2.cnf.gz.no_w.cnf,835,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2807.55,3901.3,91.0,2,18A-2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run835
18A-2.cnf.gz.no_w.cnf,836,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2952.99,3901.29,93.0,2,18A-2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run836
18A-2.cnf.gz.no_w.cnf,837,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2849.49,3901.31,92.0,2,18A-2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run837
18A-2.cnf.gz.no_w.cnf,838,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2790.01,3901.39,92.0,2,18A-2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run838
18A-2.cnf.gz.no_w.cnf,839,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2779.25,3901.38,92.0,2,18A-2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run839
18A-2.cnf.gz.no_w.cnf,840,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2823.27,3901.38,91.0,2,18A-2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run840
18A-3.cnf.gz.no_w.cnf,841,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2771.65,3901.34,137.0,2,18A-3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run841
18A-3.cnf.gz.no_w.cnf,842,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2739.3,3901.35,138.0,2,18A-3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run842
18A-3.cnf.gz.no_w.cnf,843,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2779.9,3901.34,137.0,2,18A-3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run843
18A-3.cnf.gz.no_w.cnf,844,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2958.82,3901.28,138.0,2,18A-3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run844
18A-3.cnf.gz.no_w.cnf,845,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2992.69,3901.29,137.0,2,18A-3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run845
18A-3.cnf.gz.no_w.cnf,846,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2930.04,3901.34,137.0,2,18A-3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run846
18A-4.cnf.gz.no_w.cnf,847,0.3,1.1,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2986.0,3901.26,122.0,2,18A-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run847
18A-4.cnf.gz.no_w.cnf,848,0.3,1.2,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2977.51,3901.26,120.0,2,18A-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run848
18A-4.cnf.gz.no_w.cnf,849,0.3,1.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3107.01,3901.23,120.0,2,18A-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run849
18A-4.cnf.gz.no_w.cnf,850,0.3,1.4,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2850.49,3901.36,118.0,2,18A-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run850
18A-4.cnf.gz.no_w.cnf,851,0.3,1.5,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2961.07,3901.33,117.0,2,18A-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run851
18A-4.cnf.gz.no_w.cnf,852,0.3,1.6,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,2953.15,3901.34,120.0,2,18A-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run852
19.sk_3_48.cnf.gz.no_w.cnf,853,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,3.8500,N/A,4.01,5.17,25.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run853
19.sk_3_48.cnf.gz.no_w.cnf,854,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,1.2200,N/A,1.29,1.64,10.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run854
19.sk_3_48.cnf.gz.no_w.cnf,855,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,0.6100,N/A,0.58,0.81,8.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run855
19.sk_3_48.cnf.gz.no_w.cnf,856,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,0.5100,N/A,0.51,0.79,6.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run856
19.sk_3_48.cnf.gz.no_w.cnf,857,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.4800,N/A,0.46,0.69,6.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run857
19.sk_3_48.cnf.gz.no_w.cnf,858,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.3500,N/A,0.37,0.56,8.0,0,19.sk_3_48.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run858
20.sk_1_51.cnf.gz.no_w.cnf,859,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,5.7200,N/A,5.94,8.14,27.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run859
20.sk_1_51.cnf.gz.no_w.cnf,860,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,1.0800,N/A,1.14,3.3,10.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run860
20.sk_1_51.cnf.gz.no_w.cnf,861,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.6500,N/A,0.69,2.9,9.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run861
20.sk_1_51.cnf.gz.no_w.cnf,862,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.5400,N/A,0.57,3.7,6.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run862
20.sk_1_51.cnf.gz.no_w.cnf,863,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.2600,N/A,0.26,0.37,8.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run863
20.sk_1_51.cnf.gz.no_w.cnf,864,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.4300,N/A,0.42,0.59,8.0,0,20.sk_1_51.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run864
27.sk_3_32.cnf.gz.no_w.cnf,865,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run865
27.sk_3_32.cnf.gz.no_w.cnf,866,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run866
27.sk_3_32.cnf.gz.no_w.cnf,867,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run867
27.sk_3_32.cnf.gz.no_w.cnf,868,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.06,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run868
27.sk_3_32.cnf.gz.no_w.cnf,869,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run869
27.sk_3_32.cnf.gz.no_w.cnf,870,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,27.sk_3_32.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run870
29.sk_3_45.cnf.gz.no_w.cnf,871,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,1.9600,N/A,2.15,4.2,20.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run871
29.sk_3_45.cnf.gz.no_w.cnf,872,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.7600,N/A,0.83,1.17,10.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run872
29.sk_3_45.cnf.gz.no_w.cnf,873,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.4100,N/A,0.45,3.91,8.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run873
29.sk_3_45.cnf.gz.no_w.cnf,874,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.2900,N/A,0.34,1.41,6.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run874
29.sk_3_45.cnf.gz.no_w.cnf,875,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.3200,N/A,0.35,1.01,8.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run875
29.sk_3_45.cnf.gz.no_w.cnf,876,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.2000,N/A,0.2,0.3,6.0,0,29.sk_3_45.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run876
30.sk_5_76.cnf.gz.no_w.cnf,877,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,3.0600,N/A,3.22,6.38,23.0,0,30.sk_5_76.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run877
30.sk_5_76.cnf.gz.no_w.cnf,878,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,1.0200,N/A,1.08,3.6,10.0,0,30.sk_5_76.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run878
30.sk_5_76.cnf.gz.no_w.cnf,879,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.9700,N/A,1.01,3.4,9.0,0,30.sk_5_76.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run879
