Input_File,Run_ID,e,r,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
or-50-5-4-UC-10.cnf.gz.no_w.cnf,8664,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,,0.1500,N/A,0.11,0.19,6.0,0,or-50-5-4-UC-10.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8664
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8665,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,1.8300,N/A,1.94,2.57,19.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8665
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8666,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.6400,N/A,0.7,0.94,9.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8666
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8667,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.3200,N/A,0.33,0.46,6.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8667
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8668,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.2800,N/A,0.26,0.4,6.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8668
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8669,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.2900,N/A,0.31,0.44,6.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8669
or-50-5-4-UC-20.cnf.gz.no_w.cnf,8670,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.1700,N/A,0.18,0.26,6.0,0,or-50-5-4-UC-20.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8670
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8671,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,1.6400,N/A,1.71,2.29,19.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8671
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8672,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.4900,N/A,0.51,0.7,9.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8672
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8673,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.6700,N/A,0.7,0.96,8.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8673
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8674,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.2500,N/A,0.26,0.35,6.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8674
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8675,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.2500,N/A,0.24,0.37,6.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8675
or-50-5-4-UC-30.cnf.gz.no_w.cnf,8676,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.3100,N/A,0.27,0.41,8.0,0,or-50-5-4-UC-30.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8676
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8677,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,1.9400,N/A,2.02,2.7,19.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8677
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8678,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.9600,N/A,0.98,1.28,10.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8678
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8679,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.5800,N/A,0.61,0.85,8.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8679
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8680,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.3900,N/A,0.4,0.57,8.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8680
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8681,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,0.3900,N/A,0.4,0.57,8.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8681
or-50-5-4-UC-40.cnf.gz.no_w.cnf,8682,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,0.2000,N/A,0.22,2042.3,0.0,0,or-50-5-4-UC-40.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8682
or-50-5-4.cnf.gz.no_w.cnf,8683,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8683
or-50-5-4.cnf.gz.no_w.cnf,8684,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8684
or-50-5-4.cnf.gz.no_w.cnf,8685,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8685
or-50-5-4.cnf.gz.no_w.cnf,8686,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8686
or-50-5-4.cnf.gz.no_w.cnf,8687,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8687
or-50-5-4.cnf.gz.no_w.cnf,8688,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-4.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8688
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8689,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8689
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8690,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0800,N/A,0.1,2042.09,0.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8690
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8691,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.1400,N/A,0.15,2041.91,0.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8691
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8692,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0700,N/A,0.0,0.09,0.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8692
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8693,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0900,N/A,0.1,0.14,0.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8693
or-50-5-5-UC-10.cnf.gz.no_w.cnf,8694,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,,0.1500,N/A,0.11,0.21,4.0,0,or-50-5-5-UC-10.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8694
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8695,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8695
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8696,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8696
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8697,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8697
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8698,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0400,N/A,0.0,0.06,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8698
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8699,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0300,N/A,0.0,0.04,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8699
or-50-5-5-UC-20.cnf.gz.no_w.cnf,8700,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0500,N/A,0.0,0.07,0.0,0,or-50-5-5-UC-20.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8700
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8701,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8701
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8702,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8702
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8703,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8703
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8704,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8704
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8705,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8705
or-50-5-5-UC-30.cnf.gz.no_w.cnf,8706,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-30.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8706
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8707,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8707
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8708,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8708
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8709,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8709
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8710,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8710
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8711,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8711
or-50-5-5-UC-40.cnf.gz.no_w.cnf,8712,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5-UC-40.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8712
or-50-5-5.cnf.gz.no_w.cnf,8713,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8713
or-50-5-5.cnf.gz.no_w.cnf,8714,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8714
or-50-5-5.cnf.gz.no_w.cnf,8715,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8715
or-50-5-5.cnf.gz.no_w.cnf,8716,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8716
or-50-5-5.cnf.gz.no_w.cnf,8717,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8717
or-50-5-5.cnf.gz.no_w.cnf,8718,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-5.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8718
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8719,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8719
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8720,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8720
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8721,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8721
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8722,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8722
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8723,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8723
or-50-5-6-UC-10.cnf.gz.no_w.cnf,8724,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-10.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8724
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8725,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8725
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8726,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8726
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8727,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8727
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8728,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8728
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8729,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8729
or-50-5-6-UC-20.cnf.gz.no_w.cnf,8730,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-20.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8730
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8731,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8731
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8732,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8732
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8733,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8733
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8734,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8734
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8735,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8735
or-50-5-6-UC-30.cnf.gz.no_w.cnf,8736,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-30.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8736
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8737,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8737
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8738,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8738
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8739,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8739
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8740,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8740
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8741,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8741
or-50-5-6-UC-40.cnf.gz.no_w.cnf,8742,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6-UC-40.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8742
or-50-5-6.cnf.gz.no_w.cnf,8743,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8743
or-50-5-6.cnf.gz.no_w.cnf,8744,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8744
or-50-5-6.cnf.gz.no_w.cnf,8745,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8745
or-50-5-6.cnf.gz.no_w.cnf,8746,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8746
or-50-5-6.cnf.gz.no_w.cnf,8747,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8747
or-50-5-6.cnf.gz.no_w.cnf,8748,0.3,1.6,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-6.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8748
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8749,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8749
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8750,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8750
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8751,0.3,1.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8751
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8752,0.3,1.4,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8752
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8753,0.3,1.5,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8753
or-50-5-7-UC-10.cnf.gz.no_w.cnf,8754,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0200,N/A,0.0,0.04,0.0,0,or-50-5-7-UC-10.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8754
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8755,0.3,1.1,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run8755
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8756,0.3,1.2,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run8756
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8757,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0900,N/A,0.11,0.17,0.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run8757
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8758,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0400,N/A,0.0,0.05,0.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run8758
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8759,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,,0.0800,N/A,0.08,0.15,4.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run8759
or-50-5-7-UC-20.cnf.gz.no_w.cnf,8760,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,,0.1200,N/A,0.11,0.15,6.0,0,or-50-5-7-UC-20.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run8760
