Input_File,Run_ID,e,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
75-23-8-q.cnf.gz.no_w.cnf,341,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5700,1118.4900,N/A,1119.69,1439.77,177.0,0,75-23-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run341
75-23-9-q.cnf.gz.no_w.cnf,342,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.4500,,N/A,3142.66,3901.26,356.0,2,75-23-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run342
75-24-1-q.cnf.gz.no_w.cnf,343,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.0900,3012.8000,N/A,3015.75,3850.87,267.0,0,75-24-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run343
75-24-10-q.cnf.gz.no_w.cnf,344,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.0600,2449.5900,N/A,2452.23,3068.54,240.0,0,75-24-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run344
75-24-2-q.cnf.gz.no_w.cnf,345,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.01,0.0,255,75-24-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run345
75-24-3-q.cnf.gz.no_w.cnf,346,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3400,1087.1900,N/A,1088.09,1318.87,250.0,0,75-24-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run346
75-24-4-q.cnf.gz.no_w.cnf,347,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3900,1339.9800,N/A,1341.11,1668.08,255.0,0,75-24-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run347
75-24-5-q.cnf.gz.no_w.cnf,348,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.0200,,N/A,3204.96,3901.28,466.0,2,75-24-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run348
75-24-6-q.cnf.gz.no_w.cnf,349,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.4000,2964.8300,N/A,2968.25,3730.25,317.0,0,75-24-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run349
75-24-7-q.cnf.gz.no_w.cnf,350,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6500,2923.6900,N/A,2926.32,3664.34,444.0,0,75-24-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run350
75-24-8-q.cnf.gz.no_w.cnf,351,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6700,1893.2900,N/A,1895.05,2279.68,235.0,0,75-24-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run351
75-24-9-q.cnf.gz.no_w.cnf,352,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.7300,1466.2500,N/A,1468.86,1806.11,226.0,0,75-24-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run352
75-25-1-q.cnf.gz.no_w.cnf,353,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.1500,,N/A,3218.76,3901.31,308.0,2,75-25-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run353
75-25-10-q.cnf.gz.no_w.cnf,354,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.3900,,N/A,3229.94,3901.29,320.0,2,75-25-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run354
75-25-2-q.cnf.gz.no_w.cnf,355,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.2900,,N/A,3308.85,3901.29,333.0,2,75-25-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run355
75-25-3-q.cnf.gz.no_w.cnf,356,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.3100,,N/A,3162.72,3901.29,300.0,2,75-25-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run356
75-25-4-q.cnf.gz.no_w.cnf,357,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,0.9000,,N/A,3094.86,3901.28,337.0,2,75-25-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run357
75-25-5-q.cnf.gz.no_w.cnf,358,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.7800,1760.9700,N/A,1762.9,2096.66,186.0,0,75-25-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run358
75-25-6-q.cnf.gz.no_w.cnf,359,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.2400,,N/A,3184.83,3901.27,395.0,2,75-25-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run359
75-25-7-q.cnf.gz.no_w.cnf,360,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.3200,,N/A,3230.34,3901.28,442.0,2,75-25-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run360
75-25-8-q.cnf.gz.no_w.cnf,361,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.8100,,N/A,2055.74,3901.35,345.0,2,75-25-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run361
75-25-9-q.cnf.gz.no_w.cnf,362,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,0.9900,,N/A,2046.56,3901.4,246.0,2,75-25-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run362
75-26-1-q.cnf.gz.no_w.cnf,363,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.1800,,N/A,2083.02,3901.36,242.0,2,75-26-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run363
75-26-10-q.cnf.gz.no_w.cnf,364,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.4200,,N/A,2071.75,3901.37,236.0,2,75-26-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run364
75-26-2-q.cnf.gz.no_w.cnf,365,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5900,1170.7500,N/A,1172.1,2140.77,163.0,0,75-26-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run365
75-26-3-q.cnf.gz.no_w.cnf,366,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.9000,,N/A,2913.51,3901.33,319.0,2,75-26-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run366
75-26-4-q.cnf.gz.no_w.cnf,367,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.8900,1978.5600,N/A,1980.74,2605.4,228.0,0,75-26-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run367
75-26-5-q.cnf.gz.no_w.cnf,368,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.0800,,N/A,2909.14,3901.34,415.0,2,75-26-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run368
75-26-6-q.cnf.gz.no_w.cnf,369,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.2600,2599.4100,N/A,2602.62,3466.04,471.0,0,75-26-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run369
75-26-7-q.cnf.gz.no_w.cnf,370,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.0400,,N/A,2965.27,3901.29,335.0,2,75-26-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run370
75-26-8-q.cnf.gz.no_w.cnf,371,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.5600,,N/A,2875.87,3901.34,312.0,2,75-26-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run371
75-26-9-q.cnf.gz.no_w.cnf,372,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,1.9300,,N/A,3043.29,3901.21,378.0,2,75-26-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run372
77.sk_3_44.cnf.gz.no_w.cnf,373,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,77.sk_3_44.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run373
79.sk_4_40.cnf.gz.no_w.cnf,374,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.03,0.0,255,79.sk_4_40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run374
80.sk_2_48.cnf.gz.no_w.cnf,375,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,80.sk_2_48.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run375
81.sk_5_51.cnf.gz.no_w.cnf,376,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,6.2400,N/A,6.35,8.06,27.0,0,81.sk_5_51.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run376
84.sk_4_77.cnf.gz.no_w.cnf,377,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,84.sk_4_77.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run377
90-10-1-q.cnf.gz.no_w.cnf,378,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,10.8700,N/A,11.02,14.17,30.0,0,90-10-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run378
90-10-10-q.cnf.gz.no_w.cnf,379,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,90-10-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run379
90-10-2-q.cnf.gz.no_w.cnf,380,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.04,0.0,255,90-10-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run380
90-10-3-q.cnf.gz.no_w.cnf,381,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-10-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run381
90-10-4-q.cnf.gz.no_w.cnf,382,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,3.1400,N/A,3.19,4.21,21.0,0,90-10-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run382
90-10-5-q.cnf.gz.no_w.cnf,383,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,2.6100,N/A,2.71,3.58,20.0,0,90-10-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run383
90-10-6-q.cnf.gz.no_w.cnf,384,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.01,0.0,255,90-10-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run384
90-10-7-q.cnf.gz.no_w.cnf,385,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-10-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run385
90-10-8-q.cnf.gz.no_w.cnf,386,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.04,0.0,255,90-10-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run386
90-10-9-q.cnf.gz.no_w.cnf,387,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,3.8500,N/A,3.97,4.95,22.0,0,90-10-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run387
90-12-1-q.cnf.gz.no_w.cnf,388,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,19.6100,N/A,19.78,25.97,37.0,0,90-12-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run388
90-12-10-q.cnf.gz.no_w.cnf,389,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,9.7200,N/A,9.81,13.18,34.0,0,90-12-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run389
90-12-2-q.cnf.gz.no_w.cnf,390,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.2500,N/A,1.32,1.81,15.0,0,90-12-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run390
90-12-3-q.cnf.gz.no_w.cnf,391,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.0100,N/A,1.12,1.56,16.0,0,90-12-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run391
90-12-4-q.cnf.gz.no_w.cnf,392,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,5.0100,N/A,5.11,6.66,22.0,0,90-12-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run392
90-12-5-q.cnf.gz.no_w.cnf,393,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-12-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run393
90-12-6-q.cnf.gz.no_w.cnf,394,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,19.9800,N/A,20.13,23.47,44.0,0,90-12-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run394
90-12-7-q.cnf.gz.no_w.cnf,395,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,18.4000,N/A,18.51,22.09,48.0,0,90-12-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run395
90-12-8-q.cnf.gz.no_w.cnf,396,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-12-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run396
90-12-9-q.cnf.gz.no_w.cnf,397,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.02,0.0,255,90-12-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run397
90-14-1-q.cnf.gz.no_w.cnf,398,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,8.0200,N/A,8.1,9.69,31.0,0,90-14-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run398
90-14-10-q.cnf.gz.no_w.cnf,399,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,20.9200,N/A,21.03,25.01,44.0,0,90-14-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run399
90-14-2-q.cnf.gz.no_w.cnf,400,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,28.8900,N/A,29.06,35.29,57.0,0,90-14-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run400
90-14-3-q.cnf.gz.no_w.cnf,401,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.1300,N/A,1.41,1.76,16.0,0,90-14-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run401
90-14-4-q.cnf.gz.no_w.cnf,402,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.02,0.0,255,90-14-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run402
90-14-5-q.cnf.gz.no_w.cnf,403,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,73.1900,N/A,73.83,91.65,128.0,0,90-14-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run403
90-14-6-q.cnf.gz.no_w.cnf,404,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,14.3700,N/A,14.56,17.81,35.0,0,90-14-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run404
90-14-7-q.cnf.gz.no_w.cnf,405,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,90-14-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run405
90-14-8-q.cnf.gz.no_w.cnf,406,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,19.6900,N/A,19.81,23.06,39.0,0,90-14-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run406
90-14-9-q.cnf.gz.no_w.cnf,407,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,90-14-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run407
90-15-1-q.cnf.gz.no_w.cnf,408,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-15-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run408
90-15-10-q.cnf.gz.no_w.cnf,409,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,28.8800,N/A,29.02,33.1,42.0,0,90-15-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run409
90-15-2-q.cnf.gz.no_w.cnf,410,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,92.2300,N/A,92.46,107.1,77.0,0,90-15-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run410
90-15-3-q.cnf.gz.no_w.cnf,411,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,45.1700,N/A,45.45,56.57,114.0,0,90-15-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run411
90-15-4-q.cnf.gz.no_w.cnf,412,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,7.2100,N/A,7.31,8.9,25.0,0,90-15-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run412
90-15-5-q.cnf.gz.no_w.cnf,413,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,13.1100,N/A,13.27,16.26,34.0,0,90-15-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run413
90-15-6-q.cnf.gz.no_w.cnf,414,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-15-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run414
90-15-7-q.cnf.gz.no_w.cnf,415,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,5.9400,N/A,6.1,7.4,27.0,0,90-15-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run415
90-15-8-q.cnf.gz.no_w.cnf,416,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,9.6900,N/A,9.94,12.23,34.0,0,90-15-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run416
90-15-9-q.cnf.gz.no_w.cnf,417,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.01,0.0,255,90-15-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run417
90-16-1-q.cnf.gz.no_w.cnf,418,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,68.2300,N/A,68.53,84.51,79.0,0,90-16-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run418
90-16-10-q.cnf.gz.no_w.cnf,419,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-16-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run419
90-16-2-q.cnf.gz.no_w.cnf,420,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.0500,N/A,1.12,1.39,14.0,0,90-16-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run420
90-16-3-q.cnf.gz.no_w.cnf,421,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,9.3300,N/A,9.43,11.59,26.0,0,90-16-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run421
90-16-4-q.cnf.gz.no_w.cnf,422,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,15.8200,N/A,15.89,20.11,37.0,0,90-16-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run422
90-16-5-q.cnf.gz.no_w.cnf,423,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-16-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run423
90-16-6-q.cnf.gz.no_w.cnf,424,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-16-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run424
90-16-7-q.cnf.gz.no_w.cnf,425,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-16-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run425
90-16-8-q.cnf.gz.no_w.cnf,426,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.01,0.0,255,90-16-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run426
90-16-9-q.cnf.gz.no_w.cnf,427,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,50.7800,N/A,50.97,64.71,60.0,0,90-16-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run427
90-17-1-q.cnf.gz.no_w.cnf,428,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,21.5400,N/A,21.73,27.15,54.0,0,90-17-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run428
90-17-10-q.cnf.gz.no_w.cnf,429,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,90-17-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run429
90-17-2-q.cnf.gz.no_w.cnf,430,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.01,0.0,255,90-17-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run430
90-17-3-q.cnf.gz.no_w.cnf,431,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,18.5900,N/A,18.79,26.25,44.0,0,90-17-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run431
90-17-4-q.cnf.gz.no_w.cnf,432,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,86.7300,N/A,87.15,118.45,71.0,0,90-17-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run432
90-17-5-q.cnf.gz.no_w.cnf,433,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.1700,N/A,4.28,5.16,22.0,0,90-17-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run433
90-17-6-q.cnf.gz.no_w.cnf,434,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-17-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run434
90-17-7-q.cnf.gz.no_w.cnf,435,0.3,sampleout,100,UNSAT,Unknown,0.0000,0,,,N/A,0.0,0.02,0.0,255,90-17-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run435
90-17-8-q.cnf.gz.no_w.cnf,436,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,18.6700,N/A,18.81,23.37,42.0,0,90-17-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run436
90-17-9-q.cnf.gz.no_w.cnf,437,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,39.0900,N/A,39.33,48.65,58.0,0,90-17-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run437
90-18-1-q.cnf.gz.no_w.cnf,438,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,90-18-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run438
90-18-10-q.cnf.gz.no_w.cnf,439,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,90-18-10-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run439
90-18-2-q.cnf.gz.no_w.cnf,440,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,90-18-2-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run440
90-18-3-q.cnf.gz.no_w.cnf,441,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,51.2300,N/A,51.43,61.01,64.0,0,90-18-3-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run441
90-18-4-q.cnf.gz.no_w.cnf,442,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,7.1000,N/A,7.23,8.55,25.0,0,90-18-4-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run442
90-18-5-q.cnf.gz.no_w.cnf,443,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,52.8100,N/A,53.08,64.64,53.0,0,90-18-5-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run443
90-18-6-q.cnf.gz.no_w.cnf,444,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0300,19.7400,N/A,19.96,24.33,37.0,0,90-18-6-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run444
90-18-7-q.cnf.gz.no_w.cnf,445,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,52.0400,N/A,52.26,62.21,56.0,0,90-18-7-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run445
90-18-8-q.cnf.gz.no_w.cnf,446,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,61.5200,N/A,61.77,73.73,62.0,0,90-18-8-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run446
90-18-9-q.cnf.gz.no_w.cnf,447,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,5.1200,N/A,5.26,6.33,26.0,0,90-18-9-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run447
90-19-1-q.cnf.gz.no_w.cnf,448,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1000,120.1200,N/A,120.49,145.73,102.0,0,90-19-1-q.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run448
