Input_File,Run_ID,e,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
or-60-20-5-UC-30.cnf.gz.no_w.cnf,1551,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,6.3200,N/A,6.36,8.11,25.0,0,or-60-20-5-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1551
or-60-20-5-UC-40.cnf.gz.no_w.cnf,1552,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.5200,N/A,4.63,5.74,25.0,0,or-60-20-5-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1552
or-60-20-5.cnf.gz.no_w.cnf,1553,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.07,0.0,0,or-60-20-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1553
or-60-20-6-UC-10.cnf.gz.no_w.cnf,1554,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,10.5500,N/A,10.64,13.58,28.0,0,or-60-20-6-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1554
or-60-20-6-UC-20.cnf.gz.no_w.cnf,1555,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,14.4300,N/A,14.58,18.26,37.0,0,or-60-20-6-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1555
or-60-20-6-UC-30.cnf.gz.no_w.cnf,1556,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,18.7700,N/A,18.91,23.78,35.0,0,or-60-20-6-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1556
or-60-20-6-UC-40.cnf.gz.no_w.cnf,1557,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,8.0700,N/A,8.2,10.27,30.0,0,or-60-20-6-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1557
or-60-20-6.cnf.gz.no_w.cnf,1558,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-20-6.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1558
or-60-20-7-UC-10.cnf.gz.no_w.cnf,1559,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.1800,N/A,1.28,1.65,14.0,0,or-60-20-7-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1559
or-60-20-7-UC-20.cnf.gz.no_w.cnf,1560,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,20.9200,N/A,21.05,26.36,43.0,0,or-60-20-7-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1560
or-60-20-7-UC-30.cnf.gz.no_w.cnf,1561,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,3.2300,N/A,3.29,4.39,20.0,0,or-60-20-7-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1561
or-60-20-7-UC-40.cnf.gz.no_w.cnf,1562,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.6500,N/A,4.77,6.55,21.0,0,or-60-20-7-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1562
or-60-20-7.cnf.gz.no_w.cnf,1563,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-60-20-7.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1563
or-60-20-8-UC-10.cnf.gz.no_w.cnf,1564,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,4.0000,N/A,4.11,5.9,24.0,0,or-60-20-8-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1564
or-60-20-8-UC-20.cnf.gz.no_w.cnf,1565,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,2.0000,N/A,2.14,2.97,16.0,0,or-60-20-8-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1565
or-60-20-8-UC-30.cnf.gz.no_w.cnf,1566,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.6400,N/A,1.78,2.24,16.0,0,or-60-20-8-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1566
or-60-20-8-UC-40.cnf.gz.no_w.cnf,1567,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-20-8-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1567
or-60-20-8.cnf.gz.no_w.cnf,1568,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-20-8.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1568
or-60-20-9-UC-10.cnf.gz.no_w.cnf,1569,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-20-9-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1569
or-60-20-9-UC-20.cnf.gz.no_w.cnf,1570,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.06,0.0,0,or-60-20-9-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1570
or-60-20-9-UC-30.cnf.gz.no_w.cnf,1571,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-20-9-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1571
or-60-20-9-UC-40.cnf.gz.no_w.cnf,1572,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-20-9-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1572
or-60-20-9.cnf.gz.no_w.cnf,1573,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-20-9.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1573
or-60-5-1-UC-10.cnf.gz.no_w.cnf,1574,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-1-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1574
or-60-5-1-UC-20.cnf.gz.no_w.cnf,1575,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-1-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1575
or-60-5-1-UC-30.cnf.gz.no_w.cnf,1576,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-1-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1576
or-60-5-1-UC-40.cnf.gz.no_w.cnf,1577,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-1-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1577
or-60-5-1.cnf.gz.no_w.cnf,1578,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.06,0.0,0,or-60-5-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1578
or-60-5-10-UC-10.cnf.gz.no_w.cnf,1579,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-10-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1579
or-60-5-10-UC-20.cnf.gz.no_w.cnf,1580,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,1.2000,N/A,1.31,1.73,16.0,0,or-60-5-10-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1580
or-60-5-10-UC-30.cnf.gz.no_w.cnf,1581,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-10-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1581
or-60-5-10-UC-40.cnf.gz.no_w.cnf,1582,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.06,0.0,0,or-60-5-10-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1582
or-60-5-10.cnf.gz.no_w.cnf,1583,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1583
or-60-5-2-UC-10.cnf.gz.no_w.cnf,1584,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-2-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1584
or-60-5-2-UC-20.cnf.gz.no_w.cnf,1585,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-2-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1585
or-60-5-2-UC-30.cnf.gz.no_w.cnf,1586,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.08,0.0,0,or-60-5-2-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1586
or-60-5-2-UC-40.cnf.gz.no_w.cnf,1587,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-2-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1587
or-60-5-2.cnf.gz.no_w.cnf,1588,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1588
or-60-5-3-UC-10.cnf.gz.no_w.cnf,1589,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.07,0.0,0,or-60-5-3-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1589
or-60-5-3-UC-20.cnf.gz.no_w.cnf,1590,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-3-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1590
or-60-5-3-UC-30.cnf.gz.no_w.cnf,1591,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-3-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1591
or-60-5-3-UC-40.cnf.gz.no_w.cnf,1592,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-3-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1592
or-60-5-3.cnf.gz.no_w.cnf,1593,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1593
or-60-5-4-UC-10.cnf.gz.no_w.cnf,1594,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-4-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1594
or-60-5-4-UC-20.cnf.gz.no_w.cnf,1595,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-4-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1595
or-60-5-4-UC-30.cnf.gz.no_w.cnf,1596,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-4-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1596
or-60-5-4-UC-40.cnf.gz.no_w.cnf,1597,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-4-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1597
or-60-5-4.cnf.gz.no_w.cnf,1598,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.07,0.0,0,or-60-5-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1598
or-60-5-5-UC-10.cnf.gz.no_w.cnf,1599,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-5-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1599
or-60-5-5-UC-20.cnf.gz.no_w.cnf,1600,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-60-5-5-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1600
or-60-5-5-UC-30.cnf.gz.no_w.cnf,1601,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-5-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1601
or-60-5-5-UC-40.cnf.gz.no_w.cnf,1602,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-5-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1602
or-60-5-5.cnf.gz.no_w.cnf,1603,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1603
or-60-5-6-UC-10.cnf.gz.no_w.cnf,1604,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-6-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1604
or-60-5-6-UC-20.cnf.gz.no_w.cnf,1605,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-6-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1605
or-60-5-6-UC-30.cnf.gz.no_w.cnf,1606,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-6-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1606
or-60-5-6-UC-40.cnf.gz.no_w.cnf,1607,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-6-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1607
or-60-5-6.cnf.gz.no_w.cnf,1608,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-6.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1608
or-60-5-7-UC-10.cnf.gz.no_w.cnf,1609,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-7-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1609
or-60-5-7-UC-20.cnf.gz.no_w.cnf,1610,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-7-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1610
or-60-5-7-UC-30.cnf.gz.no_w.cnf,1611,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-7-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1611
or-60-5-7-UC-40.cnf.gz.no_w.cnf,1612,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-7-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1612
or-60-5-7.cnf.gz.no_w.cnf,1613,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-7.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1613
or-60-5-8-UC-10.cnf.gz.no_w.cnf,1614,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-8-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1614
or-60-5-8-UC-20.cnf.gz.no_w.cnf,1615,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-8-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1615
or-60-5-8-UC-30.cnf.gz.no_w.cnf,1616,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-8-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1616
or-60-5-8-UC-40.cnf.gz.no_w.cnf,1617,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-60-5-8-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1617
or-60-5-8.cnf.gz.no_w.cnf,1618,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-60-5-8.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1618
or-60-5-9-UC-10.cnf.gz.no_w.cnf,1619,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-60-5-9-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1619
or-60-5-9-UC-20.cnf.gz.no_w.cnf,1620,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-9-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1620
or-60-5-9-UC-30.cnf.gz.no_w.cnf,1621,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-60-5-9-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1621
or-60-5-9-UC-40.cnf.gz.no_w.cnf,1622,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-60-5-9-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1622
or-60-5-9.cnf.gz.no_w.cnf,1623,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-60-5-9.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1623
or-70-10-1-UC-10.cnf.gz.no_w.cnf,1624,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-1-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1624
or-70-10-1-UC-20.cnf.gz.no_w.cnf,1625,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-70-10-1-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1625
or-70-10-1-UC-30.cnf.gz.no_w.cnf,1626,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.0700,N/A,1.18,1.45,14.0,0,or-70-10-1-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1626
or-70-10-1-UC-40.cnf.gz.no_w.cnf,1627,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.3700,N/A,1.51,1.84,15.0,0,or-70-10-1-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1627
or-70-10-1.cnf.gz.no_w.cnf,1628,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-70-10-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1628
or-70-10-10-UC-10.cnf.gz.no_w.cnf,1629,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-70-10-10-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1629
or-70-10-10-UC-20.cnf.gz.no_w.cnf,1630,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-70-10-10-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1630
or-70-10-10-UC-30.cnf.gz.no_w.cnf,1631,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-70-10-10-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1631
or-70-10-10-UC-40.cnf.gz.no_w.cnf,1632,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-70-10-10-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1632
or-70-10-10.cnf.gz.no_w.cnf,1633,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.07,0.0,0,or-70-10-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1633
or-70-10-2-UC-10.cnf.gz.no_w.cnf,1634,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.5000,N/A,0.6,0.94,12.0,0,or-70-10-2-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1634
or-70-10-2-UC-20.cnf.gz.no_w.cnf,1635,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,1.5600,N/A,1.64,2.4,14.0,0,or-70-10-2-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1635
or-70-10-2-UC-30.cnf.gz.no_w.cnf,1636,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,1.5400,N/A,1.66,2.26,16.0,0,or-70-10-2-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1636
or-70-10-2-UC-40.cnf.gz.no_w.cnf,1637,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-2-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1637
or-70-10-2.cnf.gz.no_w.cnf,1638,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1638
or-70-10-3-UC-10.cnf.gz.no_w.cnf,1639,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,2.7400,N/A,2.9,3.84,21.0,0,or-70-10-3-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1639
or-70-10-3-UC-20.cnf.gz.no_w.cnf,1640,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-70-10-3-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1640
or-70-10-3-UC-30.cnf.gz.no_w.cnf,1641,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-3-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1641
or-70-10-3-UC-40.cnf.gz.no_w.cnf,1642,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,or-70-10-3-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1642
or-70-10-3.cnf.gz.no_w.cnf,1643,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.01,0.0,0,or-70-10-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1643
or-70-10-4-UC-10.cnf.gz.no_w.cnf,1644,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.8900,N/A,0.94,1.19,14.0,0,or-70-10-4-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1644
or-70-10-4-UC-20.cnf.gz.no_w.cnf,1645,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,6.5500,N/A,6.63,7.54,26.0,0,or-70-10-4-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1645
or-70-10-4-UC-30.cnf.gz.no_w.cnf,1646,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0200,18.7100,N/A,18.82,22.44,38.0,0,or-70-10-4-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1646
or-70-10-4-UC-40.cnf.gz.no_w.cnf,1647,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,7.7500,N/A,7.84,9.59,26.0,0,or-70-10-4-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1647
or-70-10-4.cnf.gz.no_w.cnf,1648,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1648
or-70-10-5-UC-10.cnf.gz.no_w.cnf,1649,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-70-10-5-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1649
or-70-10-5-UC-20.cnf.gz.no_w.cnf,1650,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.4500,N/A,0.58,0.78,15.0,0,or-70-10-5-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1650
or-70-10-5-UC-30.cnf.gz.no_w.cnf,1651,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-5-UC-30.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1651
or-70-10-5-UC-40.cnf.gz.no_w.cnf,1652,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,or-70-10-5-UC-40.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1652
or-70-10-5.cnf.gz.no_w.cnf,1653,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,or-70-10-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1653
or-70-10-6-UC-10.cnf.gz.no_w.cnf,1654,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.04,0.0,0,or-70-10-6-UC-10.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1654
or-70-10-6-UC-20.cnf.gz.no_w.cnf,1655,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,,0.5600,N/A,0.67,0.93,12.0,0,or-70-10-6-UC-20.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1655
